1	Audimus	audio	VB	person=PERSON_1|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
2	gemitum	gemitus	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
3	et	et	CONJ	_	
4	—			_	
5	plane	plane	ADV	degree=POSITIVE	
6	non	non	ADV	_	
7	mentiar	mentior	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=SUBJUNCTIVE|voice=PASSIVE	
8	—			_	
9	ipsas	ipse	PRON	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
10	non	non	ADV	_	
11	vidimus	video	VB	person=PERSON_1|number=PLURAL|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
1	Mihi	ego	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
2	anima	anima	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
3	in	in	PREP	_	
4	naso	nasus	NN	number=SINGULAR|gender=MASCULINE|case=ABLATIVE	
5	esse	sum	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
6	stabam	sto	VB	person=PERSON_1|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
7	tamquam	tamquam	ADV	_	
8	mortuus	mortuus	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
1	Ne	ne	ADV	_	
2	-c	c	CONJ	_	
3	tamen			_	
4	derisit	derideo	VB	person=PERSON_3|number=SINGULAR|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
5	etiam	etiam	CONJ	_	
6	si	si	CONJ	_	
7	fugit	fugio	VB	person=PERSON_3|number=SINGULAR|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
1	Attonitis	attono	VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|voice=PASSIVE|gender=FEMININE|case=ABLATIVE	
2	admiratione	admiratio	NN	number=SINGULAR|gender=FEMININE|case=ABLATIVE	
3	universis	universi	NN	number=PLURAL|gender=MASCULINE|case=ABLATIVE	
4	Salvo	salvus	ADJ	number=SINGULAR|gender=MASCULINE|case=ABLATIVE	
5	inquit	inquam	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
6	“			_	
7	tuo	tuus	ADJ	number=SINGULAR|gender=MASCULINE|case=ABLATIVE	
8	sermone	sermo	NN	number=SINGULAR|gender=MASCULINE|case=ABLATIVE	
9	Trimalchio	Trimalchio	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
10	“			_	
11	si	si	CONJ	_	
12	qua	qui	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE|degree=POSITIVE	
13	fides	fides	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
14	est	sum	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
15	ut	ut	ADV	_	
16	mihi	ego	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
17	pili	pilus	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
18	inhorruerunt	inhorreo	VB	person=PERSON_3|number=PLURAL|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
19	quia	quia	CONJ	_	
20	scio	scio	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
21	Niceronem	Nicero	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
22	nihil	nihil	IRREG	number=SINGULAR|gender=NEUTER	
23	nugarum	nugae	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
24	narrare	narro	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	ego	ego	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	si	si	CONJ	_	
3	mentior	mentior	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=PASSIVE	
4	genios	genius	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
5	vestros	vester	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
6	iratos	iratus	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE|degree=POSITIVE	
7	habeam	habeo	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=SUBJUNCTIVE|voice=ACTIVE	
1	Sed	sed	CONJ	_	
2	quod	qui	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
