ἔρρωσο		VB	person=PERSON_2|number=SINGULAR|tense=PERF|mood=IMPERATIVE	
ἔτους		NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
κη		NRL	_	
Θῶυθ		NN	number=SINGULAR	
γ		NRL	_	
ἀπόστειλόν		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
πόσον		ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
ἔχει		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
Πετευσορᾶπις		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
καὶ		CONJ	_	
ἀπὸ		PREP	_	
ποίου		ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
χρόνου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
ὁμοίως		ADJ	_	
καὶ		CONJ	_	
Κότταβος		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὁμοίως		ADJ	_	
καὶ		CONJ	_	
Χεντοσνεύς		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
Ἀπολλώνιος		ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
Πτολεμαίωι		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
τῷ			number=SINGULAR|gender=MASCULINE|case=DATIVE	
πατρὶ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
χαίρειν		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
[0]		VB	voice=PASSIVE	
