ὑπαρχούσης		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=GENITIVE	
μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
πατρικῆς		ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
οἰκίας		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
περὶ		PREP	_	
κώμην		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
Ψῖχιν		NN	number=SINGULAR|case=ACCUSATIVE	
τοῦ			number=SINGULAR|gender=MASCULINE|case=GENITIVE	
Ἡρακλεοπολίτου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
καὶ		CONJ	_	
ταύτης		PRON	number=SINGULAR|gender=FEMININE|case=GENITIVE	
κατεσπασμένης		VB	number=SINGULAR|tense=PERF|mood=PARTICIPLE|gender=FEMININE|case=GENITIVE	
καὶ		CONJ	_	
τῶν			number=PLURAL|gender=NEUTER|case=GENITIVE	
ἀπʼ		PREP	_	
αὐτῆς		PRON	number=SINGULAR|gender=FEMININE|case=GENITIVE	
φορτίων		NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
διενηνεγμένων		VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|gender=NEUTER|case=GENITIVE	
ὄντων		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=GENITIVE	
ἀξίων		ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
χαλκοῦ		ADJ	number=SINGULAR|gender=NEUTER|case=GENITIVE	
A			_	
κ		NRL	_	
ὑπὸ		PREP	_	
τῶν			number=PLURAL|gender=MASCULINE|case=GENITIVE	
γειτνιώντων		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=GENITIVE	
μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
Ἑσπέρου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
καὶ		CONJ	_	
Ἀταίου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
τοῦ			number=SINGULAR|gender=MASCULINE|case=GENITIVE	
υἱοῦ		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
αὐτοῦ		PRON	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
καὶ		CONJ	_	
τοῦ			number=SINGULAR|gender=MASCULINE|case=GENITIVE	
ἀδελφοῦ		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
αὐτοῦ		PRON	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
Πολέμωνος		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
οἱ			number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
δηλούμενοι		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
οὐκ		ADV	_	
ἀρκεσθέντες		VB	number=PLURAL|mood=PARTICIPLE|voice=PASSIVE|gender=MASCULINE|case=NOMINATIVE	
ἐφʼ		PREP	_	
οἷς		PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
ἦσαν		VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
διαπεπραγμένοι		VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
ἔτι		ADV	_	
καὶ		CONJ	_	
τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
προσοῦσαν		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
αὐλὴν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
καὶ		CONJ	_	
τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
τῆς			number=SINGULAR|gender=FEMININE|case=GENITIVE	
οἰκίας		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
τόπον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ψιλὸν		ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
περιοικοδομήσαντες		VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
χρῶνθʼ		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ὡς		CONJ	_	
ἰδίοις		ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
καταφρονοῦντες		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ἐπὶ		PREP	_	
τῶι			number=SINGULAR|gender=NEUTER|case=DATIVE	
μὴ		CONJ	_	
δύνασθαί		VB	tense=PR|mood=INFINITIVE	
με		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐξελθόντα		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
ἐκ		PREP	_	
τοῦ			number=SINGULAR|gender=NEUTER|case=GENITIVE	
ἱεροῦ		NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
καὶ		CONJ	_	
παραγενόμενον		VB	number=SINGULAR|mood=PARTICIPLE|gender=MASCULINE|case=ACCUSATIVE	
ἐπὶ		PREP	_	
τοὺς			number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
τόπους		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
ποήσασθαι		VB	mood=INFINITIVE	
πρὸς		PREP	_	
αὐτοὺς		PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
λόγον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
εὐτυχεῖτε		VB	person=PERSON_2|number=PLURAL|tense=PR|mood=IMPERATIVE|voice=ACTIVE	
ἐπεὶ		CONJ	_	
οὖν		ADV	_	
μέγιστε		ADJ	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
βασιλεῦ		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
καὶ		CONJ	_	
βασίλισσα		NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
μὲν		ADV	_	
περὶ		PREP	_	
τῶν			number=PLURAL|gender=NEUTER|case=GENITIVE	
