τὸ			number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ὑπόδημα		NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
οὐκ		ADV	_	
ἔλαβα		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
καὶ		CONJ	_	
ἀντιβάλλις		VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
τρῖς		NRL	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
στατῆρες		NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
πέμσον		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
δGG			_	
SUράψον		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
GGπεποίηκες		VB	person=PERSON_2|number=SINGULAR|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
GGοG			_	
GG			_	
A		NN	gender=FEMININE	
κβ		NRL	number=PLURAL	
