Καλλιόπης		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
μὲν		ADV	_	
οὖν		ADV	_	
καὶ		CONJ	_	
Οἰάγρου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
κατ̓		PREP	_	
ἐπίκλησιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
δὲ		ADV	_	
Ἀπόλλωνος		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
Λίνος		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὃν		PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
Ἡρακλῆς		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἀπέκτεινε		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
καὶ		CONJ	_	
Ὀρφεὺς		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὁ			number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἀσκήσας		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
κιθαρῳδίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ὃς		PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ᾁδων		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ἐκίνει		VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
λίθους		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
τε		ADV	_	
καὶ		CONJ	_	
δένδρα		NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
ἐγένοντο		VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE	
ἐγένοντο		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE	
ταύτην		PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
γὰρ		ADV	_	
ἐκρέμασε		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
Ζεὺς		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἐξ		PREP	_	
Ὀλύμπου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
χειμῶνα		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐπιπέμψασαν		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
Ἡρακλεῖ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
ὅτε		CONJ	_	
Τροίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἑλὼν		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ἔπλει		VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
ἀγανακτοῦσα		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
δὲ		ADV	_	
Γῆ		NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
ἐπὶ		PREP	_	
τῇ			number=SINGULAR|gender=FEMININE|case=DATIVE	
ἀπωλείᾳ		NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
τῶν			number=PLURAL|gender=MASCULINE|case=GENITIVE	
εἰς		PREP	_	
Τάρταρον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ῥιφέντων		VB	number=PLURAL|mood=PARTICIPLE|voice=PASSIVE|gender=MASCULINE|case=GENITIVE	
παίδων		NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
πείθει		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
τοὺς			number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
Τιτᾶνας		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
ἐπιθέσθαι		VB	mood=INFINITIVE	
τῷ			number=SINGULAR|gender=MASCULINE|case=DATIVE	
πατρί		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
καὶ		CONJ	_	
δίδωσιν		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
ἀδαμαντίνην		ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἅρπην		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
Κρόνῳ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
καὶ		CONJ	_	
Κύκλωπες		NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
τότε		ADV	_	
Διὶ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
μὲν		ADV	_	
διδόασι		VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
βροντὴν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
καὶ		CONJ	_	
ἀστραπὴν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
καὶ		CONJ	_	
κεραυνόν		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
Πλούτωνι		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
δὲ		ADV	_	
κυνέην		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
Ποσειδῶνι		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
δὲ		ADV	_	
τρίαιναν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
διδόασι		VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
διδόασι		VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
μίγνυται		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
δὲ		ADV	_	
Ζεὺς		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
Μήτιδι		NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
μεταβαλλούσῃ		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=DATIVE	
