ὃς		PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
συναγαγὼν		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
τὰς			number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
παρασκευὰς		NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
καὶ		CONJ	_	
δυνάμεις		NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
εἰς		PREP	_	
Ἡράκλειαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
πρῶτον		ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
μὲν		ADV	_	
πραξικοπήσας		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
κατέσχε		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τῶν			number=PLURAL|gender=MASCULINE|case=GENITIVE	
Ἑρβησέων		NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
πόλιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
καὶ		CONJ	_	
παρείλετο		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE	
τὰς			number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ἀγορὰς		NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
καὶ		CONJ	_	
τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τῶν			number=PLURAL|gender=NEUTER|case=GENITIVE	
ἀναγκαίων		NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
χορηγίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τοῖς			number=PLURAL|gender=MASCULINE|case=DATIVE	
τῶν			number=PLURAL|gender=MASCULINE|case=GENITIVE	
ὑπεναντίων		ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
στρατοπέδοις		NN	number=PLURAL|gender=NEUTER|case=DATIVE	
τέλος		NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
δὲ		ADV	_	
ζηλώσαντες		VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
τοὺς			number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
Μαμερτίνους		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
ἅμα		ADV	_	
δὲ		ADV	_	
καὶ		CONJ	_	
συνεργοὺς		ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
λαβόντες		VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
αὐτοὺς		PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
παρεσπόνδησαν		VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
τοὺς			number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
Ῥηγίνους		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
