1	Βίθος		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	Χρυσάνθῳ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
3	τῷ			number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	ἀδελφῷ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
5	χαίρειν		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	καλῶς		ADV	degree=POSITIVE	
2	ποιήσεις		VB	person=PERSON_2|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
3	δοὺς		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
4	ἑπτὰ		NRL	_	
5	στατῆράς		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
6	τινι		PRON	number=SINGULAR|case=DATIVE	
7	ἂν		ADV	_	
8	θέλῃς		VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=SUBJUNCTIVE|voice=ACTIVE	
1	περὶ		PREP	_	
2	τοῦ			number=SINGULAR|gender=NEUTER|case=GENITIVE	
3	χοιριδίου		NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
4	ἔλαβα		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
5	χάριν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
6	στατῆρας		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
7	GG			_	
8	G			_	
