1	Ἀρτειμᾶς		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	Ἡρακλείδῃ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
3	τῷ			number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	ἀδελφῷ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
5	χαA		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	ἀπέσταλκές		VB	person=PERSON_2|number=SINGULAR|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
2	μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
3	ἤδη		ADV	_	
4	τρὶς		ADV	_	
5	ὑπὲρ		PREP	_	
6	τῶν			number=PLURAL|gender=NEUTER|case=GENITIVE	
7	εἱματείων		NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
8	σου		PRON	person=PERSON_2|number=SINGULAR|case=GENITIVE	
9	ὅτι		CONJ	_	
10	φορεῖται		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
1	ἔπεμψα		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
2	Διδύμην		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
3	ἵνα		CONJ	_	
4	γνοι		VB	person=PERSON_3|number=SINGULAR|voice=ACTIVE	
5	καὶ		CONJ	_	
6	φάσιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
7	μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
8	πέμψῃ		VB	person=PERSON_3|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
9	καὶ		CONJ	_	
10	ὀδέεν		PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
11	μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
12	ἔπεμψε		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
