1	Πετενεφώτης		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	ΟὐαληSU		NN	number=SINGULAR|gender=MASCULINE	
3	τῶι			number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	ἀδελφῷ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
5	πολλὰ		ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
6	χA		VB	_	
1	καλῶς		ADJ	_	
2	πυήSU		VB	_	
3	ἄδελφε		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
4	πεμψε		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE	
5	μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
6	τὸ			number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
7	τοῦτο		PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
8	ὧν		PRON	number=PLURAL|gender=NEUTER|case=GENITIVE	
9	SUρακες			_	
10	A			_	
11	δ		NRL	_	
12	A.			_	
1	καλῶς		ADJ	_	
2	πεπύηκSU		VB	tense=PERF|voice=ACTIVE	
3	ἄδελφε		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
4	ἐγώ		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
5	σε		PRON	person=PERSON_2|number=SINGULAR|case=ACCUSATIVE	
6	αὐτὸ		PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
7	ωι			_	
8	ἐρωτSU		VB	_	
9	καὶ		CONJ	_	
10	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
11	χαλκὸν		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
12	ἐπὶ		PREP	_	
13	χρίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
14	αὐτῶSU			_	
15	SU			_	
1	γίνοσκε		VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=IMPERATIVE|voice=ACTIVE	
2	ἄδελφε		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
3	ὅτι		CONJ	_	
4	ἔδωκα		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
5	G			_	
6	Gητι			_	
7	προχρίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
8	τασκου		NN	_	
9	δ		NRL	_	
10	SU			_	
11	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
12	Ἁθὺρ		NN	number=SINGULAR|gender=MASCULINE	
13	ὡς		CONJ	_	
14	A			_	
15	ι		NRL	_	
1	καλο͂ς		ADJ	_	
2	οSU			_	
3	ποιOMσις		VB	person=PERSON_2|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
4	ἐὰν		CONJ	_	
5	ἐξέλθῃ		VB	number=SINGULAR|mood=SUBJUNCTIVE	
6	καμSUλια			_	
7	πέμψον		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
8	μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
9	SUὰ			_	
10	τέσσερα		NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
11	τασκοSU		NN	_	
1	ἔρρωσο		VB	person=PERSON_2|number=SINGULAR|tense=PERF|mood=IMPERATIVE	
1	επρακε			_	
2	αυτα			_	
3	ο			_	
