1	Ποσιδωνίωι		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
2	τῶν			number=PLURAL|gender=MASCULINE|case=GENITIVE	
3	φίλων		NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
4	καὶ		CONJ	_	
5	εἰσανγελέων		NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
6	καὶ		CONJ	_	
7	στρατηγῶι		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
8	παρὰ		PREP	_	
9	Ἀπολλωνίου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
10	τοῦ			number=SINGULAR|gender=MASCULINE|case=GENITIVE	
11	Γλαυκίου		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
12	Μακεδώνος		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
13	[0]		VB	voice=PASSIVE	
1	ὄντος		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=GENITIVE	
2	μου		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=GENITIVE	
3	ἐν		PREP	_	
4	κατοχῇ		NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
5	ἐν		PREP	_	
6	τῷ			number=SINGULAR|gender=NEUTER|case=DATIVE	
7	πρὸς		PREP	_	
8	Μέμφι		NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
9	μεγάλῳ		ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
10	Σαραπιείωι		NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
11	τοῦ			number=SINGULAR|gender=NEUTER|case=GENITIVE	
12	δὲ		ADV	_	
13	ἔτους		NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
14	κγ		NRL	number=PLURAL	
15	Παῦνι		NN	number=SINGULAR	
16	κε		NRL	number=PLURAL	
17	ἐλθόντος		VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=GENITIVE	
18	μου		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=GENITIVE	
19	ἐπὶ		PREP	_	
20	τὸ			number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
