1	Φίρμος		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	Ἐξόχῳ		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
3	τῶι			number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	ἀδελφῷ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
5	πλεῖστα		ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
6	χαίρειν		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
1	ἤκουσα		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
2	ὅτι		CONJ	_	
3	εἰς		PREP	_	
4	Πορφυρίτην		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	ὑπάγεις		VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
1	δὸς		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
2	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
3	σῖτον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
4	μου		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=GENITIVE	
5	Μεσκηνίῳ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
6	καὶ		CONJ	_	
7	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
8	χαλκὸν		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
9	παρὰ		PREP	_	
10	τῆς			number=SINGULAR|gender=FEMININE|case=GENITIVE	
11	γυναικὸς		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
12	Τασαλεος		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
13	δὸς		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
14	αὐτῷ		PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
15	πάλι		ADV	_	
1	ἰδοὺ		ADV	_	
2	παράστησον		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
3	αὐτῷ		PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
4	GινGGGκα			_	
5	σι			_	
6	μου		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=GENITIVE	
7	δὸς		VB	person=PERSON_2|number=SINGULAR|mood=IMPERATIVE|voice=ACTIVE	
8	αὐτῷ		PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
9	ὡς		CONJ	_	
10	ἔστι		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
1	ἀσπάζου		VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=IMPERATIVE	
2	μοι		PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=DATIVE	
3	Ἀμαρανθὸν		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
4	πολλὰ		ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
5	καὶ		CONJ	_	
6	Μεσκήνιον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
7	καὶ		CONJ	_	
8	Βαραθον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
9	καὶ		CONJ	_	
10	τοὺς			number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
11	συγκελλαρίους		NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
12	αὐτοῦ		PRON	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
13	κατʼ		PREP	_	
14	ὄνομα		NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
15	καὶ		CONJ	_	
16	Ἀμαρουραν		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
17	καὶ		CONJ	_	
18	Λοῦππον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
19	καὶ		CONJ	_	
20	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
21	συμπολίτην		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
22	ἡμῶν		PRON	person=PERSON_1|number=PLURAL|gender=MASCULINE|case=GENITIVE	
23	καὶ		CONJ	_	
24	πάντας		ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
25	τοὺς			number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
26	φιλοῦντας		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
27	ἡμᾶς		PRON	person=PERSON_1|number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
1	ἀσπάζεταί		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE	
2	σοι		PRON	person=PERSON_2|number=SINGULAR|case=DATIVE	
3	Ἀλέξανδρος		ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
4	καὶ		CONJ	_	
5	Μεσκηνίῳ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
