1	Ἀντιφάνης		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	ὁ			number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
3	κωμωδιοποιός		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
4	ἑταῖρε		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
5	Τιμόκρατες		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
6	ὡς		CONJ	_	
7	ἀνεγίνωσκέ		VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
8	τινα		PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
9	τῷ			number=SINGULAR|gender=MASCULINE|case=DATIVE	
10	βασιλεῖ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
11	Ἀλεξάνδρῳ		NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
12	τῶν			number=PLURAL|gender=FEMININE|case=GENITIVE	
13	ἑαυτοῦ		PRON	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
14	κωμῳδιῶν		NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
15	ὁ			number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
16	δ̓		CONJ	_	
17	δῆλος		ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
18	ἦν		VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
19	οὐ		ADV	_	
20	πάνυ		ADV	_	
21	τι		PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
22	ἀποδεχόμενος		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
23	δεῖ		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
24	γάρ		ADV	_	
25	ἔφησεν		VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
26	ὦ			_	
27	βασιλεῦ		NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
28	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
29	ταῦτα		PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
30	ἀποδεχόμενον		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=ACCUSATIVE	
31	ἀπὸ		PREP	_	
32	συμβόλων		NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
33	τε		ADV	_	
34	πολλάκις		ADV	_	
35	δεδειπνηκέναι		VB	tense=PERF|mood=INFINITIVE|voice=ACTIVE	
36	καὶ		CONJ	_	
37	περὶ		PREP	_	
38	ἑταίρας		NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
39	πλεονάκις		ADV	_	
40	καὶ		ADV	_	
41	εἰληφέναι		VB	tense=PERF|mood=INFINITIVE|voice=ACTIVE	
42	καὶ		CONJ	_	
43	δεδωκέναι		VB	tense=PERF|mood=INFINITIVE|voice=ACTIVE	
44	πληγάς		NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
45	ὥς		CONJ	_	
46	φησι		VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
47	Λυκόφρων		NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
48	ὁ			number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
49	Χαλκιδεὺς		ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
50	ἐν		PREP	_	
51	τοῖς			number=PLURAL|gender=MASCULINE|case=DATIVE	
52	περὶ		PREP	_	
53	Κωμῳδίας		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
1	ἡμεῖς		PRON	person=PERSON_1|number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	οὖν		ADV	_	
3	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
4	περὶ		PREP	_	
5	ἐρωτικῶν		ADJ	number=PLURAL|gender=FEMININE|case=GENITIVE	
6	λόγον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
7	ἐνταῦθα		ADV	_	
8	μέλλοντες		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
9	κατατάττειν		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
10	ἐγένοντο		VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE	
11	γὰρ		ADV	_	
12	καὶ		ADV	_	
13	περὶ		PREP	_	
14	γαμετῶν		NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
15	καὶ		CONJ	_	
16	ἑταιρῶν		NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
17	πολλάκις		ADV	_	
18	λόγοι		NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
19	εἰδόσιν		VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
20	ἐκτιθέμενοι		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
21	τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
22	ἱστορίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
23	τῶν			number=PLURAL|gender=FEMININE|case=GENITIVE	
24	Μουσῶν		NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
25	τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
26	Ἐρατὼ		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
27	ἐπικαλεσάμενοι		VB	number=PLURAL|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
28	εἰς		PREP	_	
29	μνήμην		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
30	ἡμῖν		PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
31	ἰέναι		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
32	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
33	ἐρωτικὸν		ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
34	ἐκεῖνον		ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
35	κατάλογον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
36	ἐντεῦθεν		ADV	_	
