1	εἰ		CONJ	_	
2	μὲν		ADV	_	
3	τοῖς			number=PLURAL|gender=MASCULINE|case=DATIVE	
4	πρὸ		PREP	_	
5	ἡμῶν		PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
6	ἀναγράφουσι		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
7	τὰς			number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
8	πράξεις		NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
9	παραλελεῖφθαι		VB	tense=PERF|mood=INFINITIVE	
10	συνέβαινε		VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
11	τὸν			number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
12	ὑπὲρ		PREP	_	
13	αὐτῆς		ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
14	τῆς			number=SINGULAR|gender=FEMININE|case=GENITIVE	
15	ἱστορίας		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
16	ἔπαινον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
17	ἴσως		ADV	_	
18	ἀναγκαῖον		NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
19	ἦν		VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
20	τὸ			number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
21	προτρέπεσθαι		VB	tense=PR|mood=INFINITIVE	
22	πάντας		ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
23	πρὸς		PREP	_	
24	τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
25	αἵρεσιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
26	καὶ		CONJ	_	
27	παραδοχὴν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
28	τῶν			number=PLURAL|gender=FEMININE|case=GENITIVE	
29	τοιούτων		ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
30	ὑπομνημάτων		NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
31	διὰ		PREP	_	
32	τὸ			number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
33	μηδεμίαν		ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
34	ἑτοιμοτέραν		ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE|degree=COMPARATIVE	
35	εἶναι		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
36	τοῖς			number=PLURAL|gender=MASCULINE|case=DATIVE	
37	ἀνθρώποις		NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
38	διόρθωσιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
39	τῆς			number=SINGULAR|gender=FEMININE|case=GENITIVE	
40	τῶν			number=PLURAL|gender=FEMININE|case=GENITIVE	
41	προγεγενημένων		VB	number=PLURAL|tense=PERF|mood=PARTICIPLE|gender=FEMININE|case=GENITIVE	
42	πράξεων		NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
43	ἐπιστήμης		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
1	ἐπεὶ		CONJ	_	
2	δ̓		ADV	_	
3	οὐ		ADV	_	
4	τινὲς		PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
5	οὐδ̓		ADV	_	
6	ἐπὶ		PREP	_	
7	ποσόν		ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
8	ἀλλὰ		CONJ	_	
9	πάντες		ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
10	ὡς		CONJ	_	
11	ἔπος		NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
12	εἰπεῖν		VB	mood=INFINITIVE|voice=ACTIVE	
13	ἀρχῇ		NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
14	καὶ		CONJ	_	
15	τέλει		NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
16	κέχρηνται		VB	person=PERSON_3|number=PLURAL|tense=PERF|mood=INDICATIVE	
17	τούτῳ		PRON	number=SINGULAR|gender=NEUTER|case=DATIVE	
18	φάσκοντες		VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
19	ἀληθινωτάτην		ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE|degree=SUPERLATIVE	
20	μὲν		ADV	_	
21	εἶναι		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
22	παιδείαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
23	καὶ		CONJ	_	
24	γυμνασίαν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
25	πρὸς		PREP	_	
26	τὰς			number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
27	πολιτικὰς		ADJ	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
28	πράξεις		NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
29	τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
30	ἐκ		PREP	_	
31	τῆς			number=SINGULAR|gender=FEMININE|case=GENITIVE	
32	ἱστορίας		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
33	μάθησιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
34	ἐναργεστάτην		ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE|degree=SUPERLATIVE	
35	δὲ		CONJ	_	
36	καὶ		CONJ	_	
37	μόνην		ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
38	διδάσκαλον		NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
39	τοῦ			number=SINGULAR|gender=NEUTER|case=GENITIVE	
40	δύνασθαι		VB	tense=PR|mood=INFINITIVE	
41	τὰς			number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
42	τῆς			number=SINGULAR|gender=FEMININE|case=GENITIVE	
43	τύχης		NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
44	μεταβολὰς		NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
45	γενναίως		ADV	_	
46	ὑποφέρειν		VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
47	τὴν			number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
48	τῶν			number=PLURAL|gender=FEMININE|case=GENITIVE	
49	ἀλλοτρίων		ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
50	περιπετειῶν		NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
51	ὑπόμνησιν		NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
52	δῆλον		ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
53	ὡς		CONJ	_	
54	οὐδενὶ		PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
55	μὲν		ADV	_	
56	ἂν		ADV	_	
