1	ἐγὼ	ἐγώ	PRON	person=PERSON_1|number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	μέν	μέν	ADV	_	
3	ὦ	ὦ		_	
4	ἄνδρες	ἀνήρ	NN	number=PLURAL|gender=MASCULINE|case=VOCATIVE	
5	δικασταί	δικαστής	NN	number=PLURAL|gender=MASCULINE|case=VOCATIVE	
6	καὶ	καί	ADV	_	
7	ὑμᾶς	σύ	PRON	person=PERSON_2|number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
8	αἰτοῦμαι	αἰτέω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE	
9	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
10	δίκαια	δίκαιος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
11	ψηφίσασθαι	ψηφίζω	VB	mood=INFINITIVE	
12	καὶ	καί	CONJ	_	
13	τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
14	στρατηγῶν	στρατηγός	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
15	δέομαι	δέομαι	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE	
16	ἐπεὶ	ἐπεί	CONJ	_	
17	καὶ	καί	ADV	_	
18	ἐν	ἐν	PREP	_	
19	τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
20	ἄλλῃ	ἄλλος	PRON	number=SINGULAR|gender=FEMININE|case=DATIVE	
21	ἀρχῇ	ἀρχή	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
22	πολλοῦ	πολύς	ADJ	number=SINGULAR|gender=NEUTER|case=GENITIVE	
23	ἄξιοι	ἄξιος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
24	τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
25	πόλει	πόλις	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
26	γεγόνασι	γίγνομαι	VB	person=PERSON_3|number=PLURAL|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
27	καὶ	καί	ADV	_	
28	τῶν	ὁ		number=PLURAL|gender=FEMININE|case=GENITIVE	
29	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
30	ἀστρατείας	ἀστρατεία	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
31	γραφῶν	γραφή	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
32	κοινοὺς	κοινός	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
33	εἶναι	εἰμί	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
34	τῷ	ὁ		number=SINGULAR|gender=MASCULINE|case=DATIVE	
35	τε	τε	ADV	_	
36	διώκοντι	διώκω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
37	καὶ	καί	CONJ	_	
38	τῷ	ὁ		number=SINGULAR|gender=MASCULINE|case=DATIVE	
39	φεύγοντι	φεύγω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
40	καὶ	καί	CONJ	_	
41	μὴ	μή	ADV	_	
42	βοηθοῦντας	βοηθέω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
43	ᾧ	ὅς	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
44	ἂν	ἄν	ADV	_	
45	βούλωνται	βούλομαι	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=SUBJUNCTIVE	
46	πᾶσαν	πᾶς	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
47	προθυμίαν	προθυμία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
48	ἔχειν	ἔχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
49	παρὰ	παρά	PREP	_	
